text,label,source
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""�Love u dear",ham,sms_4col
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,sms_4col
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year..",ham,sms_4col
"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO�samsungzoneuk@outlook.com",spam,sms_4col
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim",spam,sms_4col
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,sms_4col
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,sms_4col
"Rose for red,red for blood,blood for heart,heart for u. But u for me....",ham,sms_4col
"You have won ?2,000 cash or a ?5,000 prize! To claim, call09050000337",spam,sms_4col
"Swayamvara By David Hair,�Swayamvara� (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn.",spam,sms_4col
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,spam,sms_4col
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now! ",spam,sms_4col
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,ham,sms_4col
"Sorry, busy ryt nw..",ham,sms_4col
I've been searching for the right words to express my gratitude my  brother.  You have been wonderful and a blessing at all times.,ham,sms_4col
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam,sms_4col
I had askd u a question some hours before. Answer it first,ham,sms_4col
Thats cool. i liked your photos.,ham,sms_4col
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND..I love u",ham,sms_4col
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam,sms_4col
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham,sms_4col
Ok lor� vey good..,ham,sms_4col
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,sms_4col
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,ham,sms_4col
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,ham,sms_4col
"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS http://www.Nationwide.co.uk",spam,sms_4col
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,sms_4col
I will come tomorrow my dear,ham,sms_4col
Big brother‘s really scraped the barrel with this shower of social misfits,ham,sms_4col
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. ",spam,sms_4col
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",ham,sms_4col
See you there!,ham,sms_4col
	Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,sms_4col
Argh why there is nobody in town ;_;,ham,sms_4col
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,sms_4col
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham,sms_4col
Wat ü doing now?,ham,sms_4col
	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,sms_4col
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",ham,sms_4col
Jay is snickering and tells me that x is totally spoiling up the chords as we speak,ham,sms_4col
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,ham,sms_4col
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £350 prize. To collect is easy. Just call 09061743385,spam,sms_4col
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.,spam,sms_4col
Yupz... I've oredi booked slots 4 my weekends liao...,ham,sms_4col
Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986907,spam,sms_4col
"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user",spam,sms_4col
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,ham,sms_4col
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,ham,sms_4col
"Double mins and txts 4 6monthsAvailable on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839403 or call2optout/N9DX",spam,sms_4col
Then cant get da laptop? My matric card wif ü lei...,ham,sms_4col
Englishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd,spam,sms_4col
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night...",ham,sms_4col
Did u got that persons story..let mw know..,ham,sms_4col
"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999",spam,sms_4col
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,ham,sms_4col
Ok�talk to me later�,ham,sms_4col
So when you gonna get rimac access,ham,sms_4col
"Ah, well that confuses things, doesn‘t it?",ham,sms_4col
Ok lor. That�s a good news..,ham,sms_4col
"	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,sms_4col
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham,sms_4col
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam,sms_4col
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,sms_4col
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection...Have nice day da.",ham,sms_4col
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam,sms_4col
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,sms_4col
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam,sms_4col
Lovely smell on this bus and it ain't tobacco...,ham,sms_4col
Can you use foreign stamps for whatever you send them off for?,ham,sms_4col
Will be september by then!,ham,sms_4col
"Hey , is * rite u put »10 evey mnth is that all?",ham,sms_4col
Ok. Fine�,ham,sms_4col
	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,sms_4col
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham,sms_4col
What time. I‘m out until prob 3 or so,ham,sms_4col
Black shirt n blue jeans... I thk i c ü...,ham,sms_4col
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham,sms_4col
RMO.00 R.HB: RM4388.00 Was Charged On Your Card Numer 9577 at AwG-KLIA2 On 24/10/16 1032:29 Reference Code 342152 Call 03216837293 if u did NOT perform this Txn,spam,sms_4col
"I'm in a meeting, call me later at night",ham,sms_4col
Wife.,ham,sms_4col
	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,sms_4col
Gud mrng dear have a nice day..hope u r fine�,ham,sms_4col
I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham,sms_4col
Yup ü not comin :-(,ham,sms_4col
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net,spam,sms_4col
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!..",ham,sms_4col
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,sms_4col
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",ham,sms_4col
Hey so whats the plan this sat?,ham,sms_4col
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,ham,sms_4col
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,sms_4col
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Virat",ham,sms_4col
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham,sms_4col
	Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,sms_4col
What Today-..sunday is holiday..so no work..,ham,sms_4col
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £1000 prize! Txt word: COLLECT to No: 83355!",spam,sms_4col
500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account,spam,sms_4col
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 www.getzed.co.uk POBox36504W45WQ 150p",spam,sms_4col
"Sorry, I'll go later",ham,sms_4col
I don't run away frm u... But it kills me that u don't care enough to stop me�,ham,sms_4col
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Good morning,ham,sms_4col
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,ham,sms_4col
say thanks2.,ham,sms_4col
what number do u live at? Is it 11?,ham,sms_4col
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham,sms_4col
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201,spam,sms_4col
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. ",spam,sms_4col
December only! You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,sms_4col
Sat right? Okay thanks...,ham,sms_4col
Ok then I will wait for. Then u talk to me�.,ham,sms_4col
I dont have your file in my bag..i 'll tell you if i find it in my room.,ham,sms_4col
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,sms_4col
	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcord call 08000930705,spam,sms_4col
Hey gals...U all wanna meet 4 dinner at nìte?,ham,sms_4col
We have recalculated your vehicle tax. You are owed �48.84 due to over payment.Click the secure link http:// 103.208.86.96 to claim your refund.,spam,sms_4col
"I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham,sms_4col
"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",ham,sms_4col
"Solve d Case : A Man Was Found Murdered On  16 April,   AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer..who is it?",ham,sms_4col
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam,sms_4col
"Be a good person , but dont try to prove it�",ham,sms_4col
How are you doing? Hope you've settled in for the new school �have a great day,ham,sms_4col
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam,sms_4col
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",ham,sms_4col
"With airtel 3G watch over 90 TV channels across Entertainment, Sports, Music, News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G, SMS 3G to 121",spam,sms_4col
	Bloomberg -Message center +447797706009 Why wait? Apply for your futur,spam,sms_4col
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",spam,sms_4col
Ü dun wan to watch infernal affair?,ham,sms_4col
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,sms_4col
Joy's father is John. Then John is the NAME of Joy's father. Sweta,ham,sms_4col
I am going to try for 2 months ha ha only joking,ham,sms_4col
Our smriti's mother passed away last night. pray for her and family.,ham,sms_4col
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam,sms_4col
I cant pick the phone right now. Pls send a message if anything urgent..,ham,sms_4col
"Sorry, I can help you on this.",ham,sms_4col
"Hi, Mobile no. 7645092312 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",spam,sms_4col
No message..no responce..what happend? Is everything fine?,ham,sms_4col
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,ham,sms_4col
"Sorry, I'll call later afternoon",ham,sms_4col
	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,spam,sms_4col
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7044518857 now.",spam,sms_4col
Ok.good�,ham,sms_4col
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people�",ham,sms_4col
Oh... Okie lor...We go on sat...,ham,sms_4col
Please call our customer service representative on FREEPHONE 0808 145 4744 between 9am-11pm as you have WON a guaranteed £3000 cash or £7000 prize!,spam,sms_4col
"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030",spam,sms_4col
Lol! Oops sorry! Have fun.,ham,sms_4col
Ranjith cal drpd,ham,sms_4col
GSOH? Good with the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam,sms_4col
Dad went out oredi...,ham,sms_4col
Courtsy reminder: payment on your NAB Visa Card is now overdue. Please refer to your statement for payment options or call 1300 2569 28 Thank you,spam,sms_4col
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",ham,sms_4col
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,sms_4col
"Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham,sms_4col
"Found it, ENC  5000 , where you at?",ham,sms_4col
would u believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,ham,sms_4col
Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,sms_4col
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,ham,sms_4col
	You have 1 new message. Please call 08715205273,spam,sms_4col
Moby Pub Quiz.Win a £200 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.,spam,sms_4col
"	Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam,sms_4col
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only. ",spam,sms_4col
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam,sms_4col
Fine if thats the way u feel. Thats the way its gota b,ham,sms_4col
"	""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",spam,sms_4col
Yes..he is really great..bhaji told that he is d best cricketer after sachin in world.,ham,sms_4col
Hey... are you going to quit soon? Xuhui and i working till end of the month,ham,sms_4col
UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age To�Email:chevmotorlondon@hotmail.com,spam,sms_4col
Ok. Wonderful�,ham,sms_4col
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,sms_4col
I went to project centre�.I spent 3 hours there,ham,sms_4col
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,sms_4col
Today is ACCEPT DAY..U Accept me as?,ham,sms_4col
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",ham,sms_4col
"	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,sms_4col
"(Help-Center Canada) You received a Transfer from The Government due to the CoronaVirus pandemic, Click:http://23.254.215.52 to fill out your Application.",spam,sms_4col
	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,sms_4col
"Last Chance! Claim ur £450 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! M263UZ. £3.00 Sub. 16",spam,sms_4col
"Sorry, I'll call later in night",ham,sms_4col
"Sorry, wanted to go somewhere..",ham,sms_4col
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam,sms_4col
"	u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,sms_4col
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,ham,sms_4col
Roger that. We‘re probably going to rem in about 20,ham,sms_4col
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only",spam,sms_4col
Please call our customer service representative on FREEPHONE 0808 145 4743 between 9am-11pm as you have WON a guaranteed £2000 cash or £6000 prize!,spam,sms_4col
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam,sms_4col
	Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,sms_4col
I cant pick the phone right now. Call me sometime back,ham,sms_4col
Ü still attending da talks?,ham,sms_4col
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,ham,sms_4col
Thanks  and ! Or bomb and date as my phone wanted to say!,ham,sms_4col
	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,sms_4col
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam,sms_4col
Ü dun need to pick ur gf?,ham,sms_4col
We would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday. A fine of �35 has been added to your gov.uk�account. For further information please visit�gov.uk/ coronavirus-penalty-payment racking. Protect the NHS. Save lives,spam,sms_4col
R ü going 4 today's meeting?,ham,sms_4col
What happened to you ? How come you never came back?,ham,sms_4col
Ü only send me the contents page...,ham,sms_4col
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",spam,sms_4col
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,sms_4col
"You are happy...You skype, you take pictures, you sleep, you want to go out. But you don�t mind what I want..",ham,sms_4col
URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam,sms_4col
I am late. I will be there by 3,ham,sms_4col
"Dear V0DAF0NE Customer,You are a W1NNER of Rs. 1,00,000 Guaranteed Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now! ",spam,sms_4col
SORRY IM STIL  AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,sms_4col
"	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam,sms_4col
It's urgent please Contact me for an UNCLAIMED BEQUEST PAYMENT as the Assigned BENEFICIARY VIA EMAIL infogfreeman@gmail.com Regards Gordon,spam,sms_4col
I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham,sms_4col
	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,sms_4col
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,sms_4col
Oh ok�I'm watching here:) I know what to do,ham,sms_4col
"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",spam,sms_4col
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,sms_4col
New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam,sms_4col
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",ham,sms_4col
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",spam,sms_4col
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,sms_4col
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,ham,sms_4col
Ü comin to fetch us oredi...,ham,sms_4col
NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,ham,sms_4col
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham,sms_4col
Nope thats fine. I might have a nap tho!,ham,sms_4col
Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,sms_4col
	I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,sms_4col
Ok then i will come to ur home after half an hour..is that fine?,ham,sms_4col
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam,sms_4col
Don no da:)whats you plan? Let mw know�,ham,sms_4col
Good night my dear.. Sleepwell and sweet dreams,ham,sms_4col
"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph�  7679046492 immediately to verify",spam,sms_4col
Your work is perfect!,ham,sms_4col
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,spam,sms_4col
Prabha..i'm sorry�,ham,sms_4col
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",ham,sms_4col
Congratulation! Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34@gmail.com�for claims,spam,sms_4col
Never blame a day in ur life. Good days give u happiness. Bad days give u experience.,ham,sms_4col
	88800 and 89034 are premium phone services call 08718711108,spam,sms_4col
Okie�wonderful!!,ham,sms_4col
Did u got that persons story..all well?,ham,sms_4col
"Sir, I am waiting for your call�I have an urgent meeting later on..",spam,sms_4col
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng",ham,sms_4col
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham,sms_4col
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",spam,sms_4col
32  am I think? Should say on syllabus,ham,sms_4col
	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,sms_4col
	Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam,sms_4col
Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333,spam,sms_4col
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,spam,sms_4col
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,sms_4col
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham,sms_4col
"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",spam,sms_4col
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham,sms_4col
